193872	11	q14_6	0.666666667
1261868	11	q15_9	1
1709965	11	q16_17	0.9
2593061	11	q17_17	0.866666667
3727831	11	q18_18	1
3875610	11	q19_3	1
5039380	11	q20_12	1
5039694	11	q19_3	1
5039905	11	q18_18	1
5040143	11	q17_17	0.866666667
5040280	11	q16_17	0.9
5040414	11	q15_9	1
5261099	11	q14_6	1
5572528	11	q15_9	1
5828839	11	q16_17	1
5838322	11	q17_17	0.866666667
5839031	11	q16_17	1
5840560	11	q15_9	1
5841069	11	q16_17	1
6245154	11	q17_17	1
6492871	11	q18_18	1
6577926	11	q19_3	1
6768071	11	q20_12	1
6768210	11	q19_3	1
6768337	11	q18_18	1
6768503	11	q17_17	1
6768604	11	q16_17	1
6768891	11	q15_9	1
6795877	11	q14_6	1
6799206	11	q15_9	1
6800050	11	q16_17	1
6805033	11	q17_17	1
6812384	11	q18_18	1
6813479	11	q19_3	1
6815686	11	q20_12	1
6820405	11	q19_3	1
6820530	11	q18_18	1
6820687	11	q17_17	1
6820794	11	q16_17	1
6821147	11	q15_9	1
6824778	11	q14_6	1
6824926	11	q15_9	1
6825037	11	q16_17	1
6825193	11	q17_17	1
6825680	11	q18_18	1
6826912	11	q19_3	1
6832258	11	q20_12	1
6833115	11	q19_3	1
6842920	11	q20_12	1
6843047	11	q19_3	1
6843165	11	q18_18	1
6843331	11	q17_17	1
6843472	11	q16_17	1
6843571	11	q15_9	1
6856670	11	q14_6	1
6857346	11	q15_9	1
6858049	11	q16_17	1
6930543	11	q17_17	1
6935473	11	q18_18	1
6936258	11	q19_3	1
6939520	11	q20_12	1
6939664	11	q19_3	1
6939768	11	q18_18	1
6939905	11	q17_17	1
6940063	11	q16_17	1
6940174	11	q15_9	1
6943615	11	q14_6	1
244546	34	q14_4	0
247088	34	q15_8	0
247776	34	q14_4	0
249037	34	q15_8	0
249856	34	q20_14	0
250416	34	q19_5	0
496619	34	q15_8	1
498298	34	q16_16	0
519318	34	q15_8	1
537602	34	q16_16	0
538537	34	q17_6	0
538810	34	q16_16	0
538992	34	q15_8	1
539778	34	q14_4	0
540230	34	q15_8	1
541604	34	q16_16	0
543650	34	q15_8	1
1090635	34	q16_16	1
1092280	34	q17_6	0
1092784	34	q16_16	1
1784215	34	q17_6	1
1784709	34	q18_1	0
1790369	34	q17_6	1
2870274	34	q18_1	1
3454789	34	q19_5	0.666666667
3611743	34	q20_14	0
3612486	34	q17_6	1
3613065	34	q18_1	1
3647955	34	q17_6	1
3649089	34	q19_5	0.666666667
4260648	34	q20_14	1
5026525	34	q14_4	0.5
5028889	34	q15_8	1
5030403	34	q16_16	1
5033097	34	q17_6	1
5035969	34	q18_1	1
5038072	34	q19_5	0.666666667
5040661	34	q20_14	1
5043869	34	q14_4	0.5
5085523	34	q15_8	1
5168341	34	q16_16	1
5296932	34	q17_6	1
5361447	34	q18_1	1
5461697	34	q19_5	0.666666667
5468568	34	q20_14	1
5474295	34	q19_5	0.666666667
5512668	34	q20_14	1
5514344	34	q14_4	0.5
5518701	34	q15_8	1
5520566	34	q16_16	1
5522605	34	q17_6	1
5526448	34	q18_1	1
5528572	34	q19_5	0.666666667
115948	97	q14_4	0
528732	97	q15_7	0.961538462
787672	97	q16_3	1
1825215	97	q17_4	1
2598347	97	q18_12	0
2985601	97	q19_0	1
3013278	97	q20_4	0
3017282	97	q18_12	0
3018919	97	q20_4	0
3032634	97	q18_12	0
3740247	97	q20_4	0
3740670	97	q15_7	0.961538462
4197425	97	q14_4	0
4200064	97	q15_7	0.961538462
4202079	97	q16_3	1
4203429	97	q17_4	1
4205650	97	q18_12	0
4207377	97	q19_0	1
4208951	97	q20_4	0
4718784	97	q14_4	0
4720697	97	q15_7	0.961538462
4721384	97	q16_3	1
4722021	97	q17_4	1
4834126	97	q18_12	0.230769231
4835573	97	q19_0	1
5917770	97	q20_4	0
6067367	97	q14_4	1
6067746	97	q15_7	0.961538462
6069044	97	q16_3	1
6069799	97	q17_4	1
